review,sentiment,processed_review,token_count,original_word_count
"Human Traffic is without a doubt the most original and compelling film that I have seen for a long time. It documents 2 days in the lives of a group of young people, bored with their everyday existence and dead end jobs and taking ecstasy at raves on the weekend. It is hilariously funny and extremely poignant, and at times very sad. In the same genre as 'Trainspotting' it has a great soundtrack and features hot young rising British stars. The movie was made on a miniscule budget and I look forward to future offerings of Writer/Director Justin Kerrigan when his talent is discovered by the major movie makers.",positive,human traffic without doubt original compelling film seen long time documents days lives group young people bored everyday existence dead end jobs taking ecstasy raves weekend hilariously funny extremely poignant times sad genre great soundtrack features hot young rising british stars movie made miniscule budget look forward future offerings justin kerrigan talent discovered major movie makers,56,109
"The only reason any of the hundred or so users watched this movie was because they belong to the crew, were friends to the crew, or were obsessive fans of either Lance Henriksen or Lorenzo Lamas. I personally follow the ""cult of Lance"", so I was disappointed to see that despite being the headliner, it's in name only. Playing rich criminal Newcastle, Lance is a joy to watch but all of his screen time is relegated to the beginning of the movie. Newcastle sets up a 747 heist which includes Ketchum (Lamas) and a bunch of forgettable characters. The biggest shock to this viewer was that the pre-heist scenes were not all that bad. With the exception of somewhat obnoxious and rather confused looking Aviva Gale, who times every line with the finesse of a grade school play actress, acting was decent all around, and none of the lines really made me cringe.<br /><br />But once the heist occurs, the movie falls asleep. Not only is their plan the most ridiculous thing ever captured on film, but it's dragged out for far too long. This isn't a very deep movie, and you have to fill out your 90 minutes, but these scenes are so boring I nearly nodded off at two in the afternoon. One particular sequence in which we watch each and every one of the characters perform the same task over and over again is especially difficult to get through. The movie's name is ""Rapid Exchange"", but the exchange is far from rapid - it's overlong and bloated to extremes. Perhaps it would have worked if any of the characters had real personalities, but come on, there's only so much you can ask out of a straight-to-video movie airing of Showtime Extreme.<br /><br />Thankfully, there are several laughs, intentional and unintentional (Lorenzo Lamas is seemingly a master of disguise, which makes for a couple of incredibly bizarre scenarios), and Lance returns in the film's end, albeit for a brief period of time. It's a bad movie, and I probably didn't have to tell you that myself, but it's far from the worst thing I've ever seen. I wouldn't put it too high on the list of Henriksen films, since he's been in some real gems with greater screen time, and either way the movie loses a lot of steam once the heist begins, but the best thing I can say for Rapid Exchange is that the last two films I watched before it were the mainstream Hostage and the overrated, pretentious Crash - and this was better than both.",negative,reason hundred users watched movie belong crew friends crew obsessive fans either lance henriksen lorenzo lamas personally follow cult lance disappointed see despite headliner name playing rich criminal newcastle lance joy watch screen time relegated beginning movie newcastle sets heist includes ketchum lamas bunch forgettable characters biggest shock viewer scenes bad exception somewhat obnoxious rather confused looking aviva gale times every line finesse grade school play actress acting decent around none lines really made heist occurs movie falls asleep plan ridiculous thing ever captured film dragged far long deep movie fill minutes scenes boring nearly nodded two afternoon one particular sequence watch every one characters perform task especially difficult get movie name rapid exchange exchange far rapid overlong bloated extremes perhaps would worked characters real personalities come much ask movie airing showtime several laughs intentional unintentional lorenzo lamas seemingly master disguise makes couple incredibly bizarre scenarios lance returns film end albeit brief period time bad movie probably tell far worst thing ever seen would put high list henriksen films since real gems greater screen time either way movie loses lot steam heist begins best thing say rapid exchange last two films watched mainstream hostage overrated pretentious crash better,198,431
"I watched this film for the second time tonight after about three years and it was as wonderful as before...<br /><br />There are more than a dozen modern stunning French films from en couer de hiver to the three colours trilogy and all of them are special. This film is one of them. A true delight with so many great things going for it from the homage to Hitchcock to two beautiful ladies in Romane and Monica. While Monica is very beautiful, Romane is a very sexy lady and steals many of the scenes she inhabits.<br /><br />I am not sure why people think this film is convoluted as the scenes are such a perfect blend of past and present acting as a counterpoint to the characters' own remarkable journey that the film simply flows and you barely realise that 116 minutes of beauty and mystery have left the viewed enchanted and bewitched. <br /><br />Like most French and European films this story would never translate across the Atlantic as no studio could capture the magic without throttling the life out of it with the Hollywood bleaching common to most movies that become lost in translation. Americans make brilliant films, but not of this type... perhaps if they let someone like a young Polanski work on it then maybe they would not totally butcher an English version...<br /><br />For those who do not watch subtitled films you will spend a lifetime in ignorant bliss. For those who can read then you would be spiting yourself to miss films like this...<br /><br />I would describe this as Neo-Franco-Noir, but only to cheese off the reviewer who called this film elitist. I think I saw him doing an add for four-and-twenty-pies. He thinks Romane Bohringer is a type of French Mayonnaise...It is arty in the way that Pulp Fiction is arty...but with more Gallic savoire faire...<br /><br />10 out of 10 with every viewing...and has anyone got Romane's phone number...she is the perfect French Salad Dressing...",positive,watched film second time tonight three years wonderful dozen modern stunning french films couer hiver three colours trilogy special film one true delight many great things going homage hitchcock two beautiful ladies romane monica monica beautiful romane sexy lady steals many scenes sure people think film convoluted scenes perfect blend past present acting counterpoint characters remarkable journey film simply flows barely realise minutes beauty mystery left viewed enchanted bewitched like french european films story would never translate across atlantic studio could capture magic without throttling life hollywood bleaching common movies become lost translation americans make brilliant films type perhaps let someone like young polanski work maybe would totally butcher english version watch subtitled films spend lifetime ignorant bliss read would spiting miss films like would describe cheese reviewer called film elitist think saw add thinks romane bohringer type french mayonnaise arty way pulp fiction arty gallic savoire faire every viewing anyone got romane phone number perfect french salad dressing,159,334
"This was a very good movie and is absolutely unfair to judge it without taking into account the time when it was released. There are some movies which do not get older but this is clearly out of date. However, I saw this film when I was a boy and for more than twenty years both the images as the story were unforgettable for me and most of my friends, until we could appreciate it again on DVD. Actually, I do remember this movie as the topic of several chats and meetings where old boys were talking about things we have in common. Therefore there was a little feeling of disappoint and even sadness when we finally had the DVD. Firstly, there was a theory about how naives our generation was. Secondly, I think there is something more. I would asset that this movie has something which should be interesting for all the modern film makers, specifically those who focus on the decaying horror genre. This is the mutilation, the idea which gives coherence to the film; the fact of a human being mutilated produces a deeper horror than death and torture. I remember how sick the sensation was, when the monster rip Kurt's arm out. And at the end; when the creature bites the doctor's neck to take a piece of his veins. Another remarkable thing is the morbid atmosphere which prevails without decaying in intensity through all the scenes, no matter if the action is on a secret lab, a lonely street where the man in a car is looking for a female body, a striper dressing room, and so on. May be the reasons why it is not longer a good movie are just technical things. For example, in the scene of the accident and the man saving his fiancée's head a more accurate work, made for another and modern second unit director could be interesting. Same thing with all action scenes, including the one of Kurt's arm. Furthermore, something could be done with the monster's make up. Some remakes have been good; I think in this case an attempt would worth while. Nevertheless, the black and white tones should be conserved.",positive,good movie absolutely unfair judge without taking account time released movies get older clearly date however saw film boy twenty years images story unforgettable friends could appreciate dvd actually remember movie topic several chats meetings old boys talking things common therefore little feeling disappoint even sadness finally dvd firstly theory naives generation secondly think something would asset movie something interesting modern film makers specifically focus decaying horror genre mutilation idea gives coherence film fact human mutilated produces deeper horror death torture remember sick sensation monster rip kurt arm end creature bites doctor neck take piece veins another remarkable thing morbid atmosphere prevails without decaying intensity scenes matter action secret lab lonely street man car looking female body striper dressing room may reasons longer good movie technical things example scene accident man saving fiancée head accurate work made another modern second unit director could interesting thing action scenes including one kurt arm furthermore something could done monster make remakes good think case attempt would worth nevertheless black white tones conserved,169,365
"What?!?? Why are people saying this is ""mind blowing?"" Just face it the ending is on of the worst endings in the history of cinematography! 4 left and the whole world has ended! Not to mention the character 9 was a idiot the whole time he got everyone killed. 1 was right the whole time, if he sacrificed 9 then non of this would have happened. People giving there lives for a stupid cause and for what?... to make it rain? I admit the movie had it's parts, and the whole concept was fascinating. But a lot of it was clichés one after another. And did anybody else get this feeling that this is a lot like ""Lord of The Rings?"" Characters died for stupid reasons, there was almost no character development, and honestly ask yourself is it good to have only four guys left in the world; its pointless and stupid. It was one of the shortest movies I've ever seen, and thank god! How is robots turning against humans creative in any way! It's been done like a hundred times! This movie is really stupid, go see a movie that's worth watching like Star Trek, The Hangover, or Inglorious Basterds, those were good movies!",negative,people saying mind blowing face ending worst endings history cinematography left whole world ended mention character idiot whole time got everyone killed right whole time sacrificed non would happened people giving lives stupid cause make rain admit movie parts whole concept fascinating lot clichés one another anybody else get feeling lot like lord rings characters died stupid reasons almost character development honestly ask good four guys left world pointless stupid one shortest movies ever seen thank god robots turning humans creative way done like hundred times movie really stupid see movie worth watching like star trek hangover inglorious basterds good movies,101,206
"This is definitely a touching movie, and a great expression of Charles Darwins personal struggle. The movie is not only about his struggle to get his book ""the origin of Species"" published, but also his relationship with his oldest daughter. His daughter was at start the only person in his family to approve of his views, something that she as well had to pay for. Een more than him at times.<br /><br />Now, this is not an evolutionary propaganda film, as a matter of fact I think it managed to stay very neutral. A hard thing to do in my opinion. of course it does not condone the way the characters was treated by the church, quite the opposite actually. If you need me to use the big words to shed light on this film; it will be liked by deists and atheists alike, but goes away from theism. The movie talks about evolution, and that's it.<br /><br />Paul Bettany as Charles Darwin was incredible. Of course we all may think of Darwin as that old man with the funny beard, but this movie centers around the man in his late 20's, early 30's. Jennifer Connelly (Emma Darwin) is great as always, but the actor who impressed me was Martha West as Annie Darwin, Darwins daughter. Definitely on of the best child actors of the decade. The story is about Darwin and his daughter, and it is beautifully acted.<br /><br />Except for a few jumps in time that was momentarily confusing, the production of this film is pretty flawless. Some scenes were Darwin observes nature is just marvelous, and is almost like taken out of a high production National geographic documentary.<br /><br />I must admit though, I'm not quite sure of why they chose ""Creation"" as the title. I doubt it is an irony, the movie is too respectful for that. Well, I'm sure there's a meaning too it, just don't let it scare you away. <br /><br />I give this movie a 9/10. This is truly a great tribute to Charles Darwin, and please give it a chance.",positive,definitely touching movie great expression charles darwins personal struggle movie struggle get book origin species published also relationship oldest daughter daughter start person family approve views something well pay een evolutionary propaganda film matter fact think managed stay neutral hard thing opinion course condone way characters treated church quite opposite actually need use big words shed light film liked deists atheists alike goes away theism movie talks evolution bettany charles darwin incredible course may think darwin old man funny beard movie centers around man late early jennifer connelly emma darwin great always actor impressed martha west annie darwin darwins daughter definitely best child actors decade story darwin daughter beautifully jumps time momentarily confusing production film pretty flawless scenes darwin observes nature marvelous almost like taken high production national geographic must admit though quite sure chose creation title doubt irony movie respectful well sure meaning let scare away give movie truly great tribute charles darwin please give chance,157,349
"The movie was pretty bad. It's not so much a script problem. It's just that the movie is really boring in terms of pacing. The movie just seems to plod along at a slow, agonizing rate. The story in San Franpsycho is that there's a serial killer on the loose who is killing morally corrupt individuals (maybe I read too much into it, but hey, it's my nature apparently) after The San Franpsycho kills a pair of people under the Golden Gate Bridge we're introduced to one of the main characters of the film: Joe Estevez (brother of Martin Sheen) as a curmudgeony cop named Bill Culp. Bill is currently trying to hunt down the killer (seriously he doesn't have a name, he's just The Killer), and he is trying to coerce a local news reporter named Rita to help him with his investigation, Bill is the stereotypical hard-edged cop and he threatens Rita to throw her in jail for obstruction of justice. Anyway a few scenes pass by and suddenly Rita finds a letter left by the psychopath (He's a cold blooded psychopath!) and she has a change of heart and tells Bill and his partner Joe about it and help them with the investigation.<br /><br />The movie tries to be a taut murder-thriller, but sort of just fails at that. It's much like the movie The Black Dahlia it tries to be tense but it just is unbelievable in terms of that. The movie tries to be serious throughout, but it has scenes like where The Killer masturbates (obviously a fan of gore porn what with lines like: ""ooh blood on her"" or something to that effect) and Joe Estevez hitting the table going: ""He's a cold blooded murderer!"" I admit to chuckling more than once at the movie, even though I'm sure it was intended to be a deadly serious movie.<br /><br />One of the only positive points the movie has going for it is the fact that I didn't pay money to see it (huzzah netflix). And it's sad because I could see some good in their movies after watching The Damned. Sure the movie had its fair share of flaws, but it was enjoyable. Sadly though San Franpsycho has nothing going for it. Granted it has an okay script it's nothing too grand, but it could've been interesting. Instead what you get is a murder thriller that fails to thrill or have even vaguely enjoyable deaths. Also the other reviews claim that the movie has ""a great twist ending that's shocking"" apparently I was watching a different movie because by about the one hour mark I sort of figured out what was going to happen. The ending didn't shock me in the least bit. I would go on insulting this wreck of a movie but I don't think I will. Long story short this movie is a boring uninspired thriller (I use that term loosely) that fails to have the ""Hitchcockian thrills"" that another reviewer claims to have a predictable ending, bland deaths, acting with all of the emotion of a plank of wood, and a decent soundtrack.<br /><br />I'm sure others will try to defend this with the usual: It was a low budget movie, they did the best they could with such a low budget, and all that other nonsense. But when you get right down to it there was very little that they could've really spent that budget on, there was very little special effects work, the soundtrack sounds like it might've been recycled from Hood of the Living Dead or The Damned, and it's the same damn crew from those two films. This movie really reminds me a lot of another low budget flick that was no good, and it was called Mr. Jingles, the two are about the same quality, they fail to deliver anything close to enjoyment and should fade quickly into obscurity.",negative,movie pretty bad much script problem movie really boring terms pacing movie seems plod along slow agonizing rate story san franpsycho serial killer loose killing morally corrupt individuals maybe read much hey nature apparently san franpsycho kills pair people golden gate bridge introduced one main characters film joe estevez brother martin sheen curmudgeony cop named bill culp bill currently trying hunt killer seriously name killer trying coerce local news reporter named rita help investigation bill stereotypical cop threatens rita throw jail obstruction justice anyway scenes pass suddenly rita finds letter left psychopath cold blooded psychopath change heart tells bill partner joe help movie tries taut sort fails much like movie black dahlia tries tense unbelievable terms movie tries serious throughout scenes like killer masturbates obviously fan gore porn lines like ooh blood something effect joe estevez hitting table going cold blooded murderer admit chuckling movie even though sure intended deadly serious positive points movie going fact pay money see huzzah netflix sad could see good movies watching damned sure movie fair share flaws enjoyable sadly though san franpsycho nothing going granted okay script nothing grand could interesting instead get murder thriller fails thrill even vaguely enjoyable deaths also reviews claim movie great twist ending shocking apparently watching different movie one hour mark sort figured going happen ending shock least bit would insulting wreck movie think long story short movie boring uninspired thriller use term loosely fails hitchcockian thrills another reviewer claims predictable ending bland deaths acting emotion plank wood decent sure others try defend usual low budget movie best could low budget nonsense get right little could really spent budget little special effects work soundtrack sounds like might recycled hood living dead damned damn crew two films movie really reminds lot another low budget flick good called jingles two quality fail deliver anything close enjoyment fade quickly obscurity,308,654
"As a long-standing Barbra fan, any posting like this will be biased. That aside, this film ranks as a classic. It has it's flaws (emphasized in other postings), but gives a glimpse of a time (late 70s) that will never be there again, and is fascinating to watch unfold on screen.<br /><br />Streisand fought hard to make this movie her own. I don't think she was ever satisfied. But it gives her fans a new Barbra (for the time) with LIVE singing, a young fresh appearance, and some very heavy-duty acting.<br /><br />The story is rough, but exciting, and holds your interest throughout. The extended one frame ""finale"" is hard for most non-Barbra fans to sit through, but it speaks volumes to those who admire her talent.<br /><br />",positive,barbra fan posting like biased aside film ranks classic flaws emphasized postings gives glimpse time late never fascinating watch unfold fought hard make movie think ever satisfied gives fans new barbra time live singing young fresh appearance story rough exciting holds interest throughout extended one frame finale hard fans sit speaks volumes admire talent,54,129
"OK firstly, if your not a fan of the whole low budget horror genre then don't bother with this. You really need to be a fan to get the gag.<br /><br />The move is basically about snakes ..on a train. Lots of them.<br /><br />There is an ancient curse involved and a crazy ending which I wont spoil. The gore effect are full on and real icky... but the movie is mainly one big gory gag about snakes scaring the hell out of a bunch of people trapped on a train.<br /><br />The suspense is built up well and there are some memorable and well composed scenes.. some of the acting is a bit hammy (watch for the surf dudes) but thats not really the point... Give this movie a go. Know what to expect and you wont regret it!",positive,firstly fan whole low budget horror genre bother really need fan get move basically snakes train lots ancient curse involved crazy ending wont spoil gore effect full real icky movie mainly one big gory gag snakes scaring hell bunch people trapped suspense built well memorable well composed scenes acting bit hammy watch surf dudes thats really point give movie know expect wont regret,63,140
"`AfterLife' is about a somewhat arrogant, reasonably wealthy man who discovers that his mother is dying, and finds himself looking after his sister, who has Down's Syndrome. He can't be bothered with her, and basically just wants to get her off his hands; he has better things to do. At one point he finds that he has to take her, by car (she doesn't like flying) across the country.<br /><br />If that all sounds familiar to you, it is probably because you have seen `Rainman,' a film far superior to its imitator, `AfterLife.' That it copies the basic premise (heck, it nicks a few characters and even scenes too) is not the fundamental problem with the film. The fundamental problem is that I did not care about these characters.<br /><br />The brother, Kenny (Kevin McKidd), is a bit of a womaniser. He has a girlfriend who comes and goes in the story, and who learns to like the Down's Syndrome sister (again, this is taken from `Rainman'). He is a journalist, trying to get an interview with a doctor who is facing a scandal. When he ends up looking after Roberta, the sister, he doesn't have much time for her, and sometimes leaves her alone for a little too long. When she wanders off, he becomes even angrier towards her. Am I spoiling anything by saying that he becomes a nicer, loving person by the end of the film?<br /><br />Roberta is not determined to be 'normal'; she is 'normal,' and wishes people would stop treating her differently. She is played by Paula Sage, an actress who does have Down's Syndrome, and her performance is easily the best thing about the film; why did the screenwriter not explore her character more? Well, probably because that would mean the characters would get in the way of the story. When we surely already know the story anyway, didn't the filmmakers see the problem they were creating?<br /><br />For a film about a dying mother and her handicapped daughter (the father is absent; I think he is dead, but I'm not sure), it is surprising how little impact the film has on the emotions of the viewer. The scenes are performed in such a standard, dull way, with such standard, predictable dialogue, that I found myself rolling my eyes.<br /><br />I have nothing against sentimentality in films, but it only really works if you care about the characters. Here the characters are so uninteresting and two-dimensional that I didn't really think there was much to care about. `Rain Man' has an emotional climax, but that moved me, because I cared about the characters.<br /><br />Talking of climaxes, this film has a stinker. There is sequence at the end of the film that starts off as an unbelievable situation and ends up in even worse territory; an unforgivably cruel trick is played on the audience. The sequence is designed to move the audience, but ends up being horribly manipulative and offending the intelligence of the viewer. Audiences aren't stupid, and they know when the film is cheating. What a cheap shot.<br /><br />There is not one scene in this film that has the impact it should. There are a few sequences that are funny, yes, but when the characters talk to each other, I can practically see the screenplay in front of me, moving predictably and uninterestingly, never hitting anything that touches the mind or the heart. There are those phoney arguments that are reserved especially for the movies, where the other character knows exactly what the reply is. Why don't supposedly 'realistic' films not realise that, in real life, anger can be irrational, and sometimes people can't express their emotions, and they might say things that don't make sense, or not be able to say anything at all? All of the actors in this film deserve better material. This film is not based on fact, but I think a documentary on a family with a Down's Syndrome member would be much more interesting. That way, we might have had truth and emotion. For some reason the characters in this film think that an emotion only involves saying something loudly and making a suitable facial expression.<br /><br />** (out of 5)",negative,afterlife somewhat arrogant reasonably wealthy man discovers mother dying finds looking sister syndrome bothered basically wants get hands better things one point finds take car like flying across sounds familiar probably seen rainman film far superior imitator afterlife copies basic premise heck nicks characters even scenes fundamental problem film fundamental problem care brother kenny kevin mckidd bit womaniser girlfriend comes goes story learns like syndrome sister taken rainman journalist trying get interview doctor facing scandal ends looking roberta sister much time sometimes leaves alone little long wanders becomes even angrier towards spoiling anything saying becomes nicer loving person end film roberta determined wishes people would stop treating differently played paula sage actress syndrome performance easily best thing film screenwriter explore character well probably would mean characters would get way story surely already know story anyway filmmakers see problem creating film dying mother handicapped daughter father absent think dead sure surprising little impact film emotions viewer scenes performed standard dull way standard predictable dialogue found rolling nothing sentimentality films really works care characters characters uninteresting really think much care rain man emotional climax moved cared climaxes film stinker sequence end film starts unbelievable situation ends even worse territory unforgivably cruel trick played audience sequence designed move audience ends horribly manipulative offending intelligence viewer audiences stupid know film cheating cheap one scene film impact sequences funny yes characters talk practically see screenplay front moving predictably uninterestingly never hitting anything touches mind heart phoney arguments reserved especially movies character knows exactly reply supposedly films realise real life anger irrational sometimes people express emotions might say things make sense able say anything actors film deserve better material film based fact think documentary family syndrome member would much interesting way might truth emotion reason characters film think emotion involves saying something loudly making suitable facial expression,301,707
"Brothers with psychokinetic powers (yes, really) duel not just for Debra Winger's affections but really over a secret from their childhood that left them at odds over their powers.<br /><br />There are surreal touches (the fire brigade that act like a singing Greek chorus), but there is also humour, wit and romance. The soundtrack is great also. And similar to the way American Werewolf in London used every great Wolf song they could get ~ but with fire and I don't think I'll ever forget Dennis Quaid (mmmmm Dennis Quaid), setting his own trailer a rockin' too 'She's a lady' ~ priceless ;)<br /><br />Best line missing from the quotes section btw ~ 'Once you've had a clown, you never go back!'<br /><br />I love this movie (I just ordered the DVD from the US) and if the comments written by the kind of people who'd be happier with Legally Blond 3 don't put you off ~ give it a try :)",positive,brothers psychokinetic powers yes really duel debra winger affections really secret childhood left odds surreal touches fire brigade act like singing greek chorus also humour wit romance soundtrack great also similar way american werewolf london used every great wolf song could get fire think ever forget dennis quaid mmmmm dennis quaid setting trailer rockin lady priceless best line missing quotes section btw clown never back love movie ordered dvd comments written kind people happier legally blond put give try,79,162
"Darkly comic serendipity about a cosmetics saleswoman, with odd ties to Elvis Presley, running into a sea of Elvis impersonators while speaking at conventions in Nevada...and accidentally killing each one of them through little fault of her own. Kim Basinger, a still-attractive actress of considerable merit, likes to pick quirky movies to play in, but this dreadful screenplay (by Mitchell Ganem and Adam-Michael Garber) hasn't an iota of good humor. The stereotypes and low-ball gags are not meant to be the stuff of classic comedy, but even on a shambling, shameful level, the picture is crude and sloppy. If you do watch, see if you can count how much extraneous shots there are of Basinger behind the wheel of her pink Cadillac, hands always in the same position and a non-plussed look on her face. Hopefully both she and Elvis were well paid. NO STARS from ****",negative,darkly comic serendipity cosmetics saleswoman odd ties elvis presley running sea elvis impersonators speaking conventions nevada accidentally killing one little fault kim basinger actress considerable merit likes pick quirky movies play dreadful screenplay mitchell ganem garber iota good humor stereotypes gags meant stuff classic comedy even shambling shameful level picture crude sloppy watch see count much extraneous shots basinger behind wheel pink cadillac hands always position look face hopefully elvis well paid stars,73,147
"The first film ever made. Workers streaming from a factory, some cycling, most walking, moving right or left. Along with Melies, the Lumieres are both the starting point and the point of departure for cinema - with Melies begins narrative fiction, cinema, fantasy, artifice, spectacle; with the Lumieres pure, unadorned, observation. The truth. There are many intellectuals who regret the ossification of cinema from the latter into the tired formulae of the former.<br /><br />But consider this short again. There is nothing 'objective' about it. The film is full of action - a static, inhuman scene burst into life, activity, and the quiet harmony of the frame is ruptured, decentred from the back to right or left (but never, of course, the front, where the camera is). And yet the camera stands stock still, contains the energy, the possible subversion, subordinates it to its will. The cinematograph may be a revolutionary invention, but it will be used for conservative purposes - to map out the world, edit it, restrict it, limit it.<br /><br />worse is the historical reality of the film. These factory workers are Lumiere employees. The bosses are spying on their workers, the unseen eye regarding his faceless minions. The film therefore describes two types of imprisonment. Behind the gates, the workers are confined in their workplace. The opening of the gate seems to be an image of freedom, escape, but they face another wall, the fourth wall, further confining them. The first film is also the first example of CCTV surveillance, an image of unseen, all-seeing authority entrapping its servants. A frightening, all too prophetic movie.",positive,first film ever made workers streaming factory cycling walking moving right left along melies lumieres starting point point departure cinema melies begins narrative fiction cinema fantasy artifice spectacle lumieres pure unadorned observation truth many intellectuals regret ossification cinema latter tired formulae consider short nothing film full action static inhuman scene burst life activity quiet harmony frame ruptured decentred back right left never course front camera yet camera stands stock still contains energy possible subversion subordinates cinematograph may revolutionary invention used conservative purposes map world edit restrict limit historical reality film factory workers lumiere employees bosses spying workers unseen eye regarding faceless minions film therefore describes two types imprisonment behind gates workers confined workplace opening gate seems image freedom escape face another wall fourth wall confining first film also first example cctv surveillance image unseen authority entrapping servants frightening prophetic movie,140,269
"It is amazing to me what passes for entertainment today. maybe I am a dinosaur from the fifties, and I am out of touch with todays movie going generation, and apparently that is the case with regards to this movie, since so many people loved it. I found it foul and vulgar. I haven't said that about many movies in my life but this one fits the bill. The humor is sophomoric and crude. I am not a politically correct person, and even I found the gay jokes, not only not funny but downright offensive ( I'm not gay). The main character in the movie is not even a likable person, just pathetic. When the movie was finally over i heard a number of people comment on how disappointed they were in what they had just pay good money to see.",negative,amazing passes entertainment today maybe dinosaur fifties touch todays movie going generation apparently case regards movie since many people loved found foul vulgar said many movies life one fits bill humor sophomoric crude politically correct person even found gay jokes funny downright offensive gay main character movie even likable person pathetic movie finally heard number people comment disappointed pay good money see,62,141
"If you get a chance to get a hold of this lost (for many years) gem, I doubt you will be disappointed. PS has an odd blend of social satire and ultra-cool blaxploitation-- even hints of slapstick, but it's so odd that it was not only ahead of it's time, nothing has been seen like it since.<br /><br />I strongly disagree with people who say that the film is dated, especially with Spike Lee's ""Bamboozaled"" (SP?) a few years back which was a misfire of trying to capture the same message. (Good filmmaking, disjointed script.)<br /><br />Robert Downy's direction is brilliant, allowing many of his actors to improvise, the film gets better as it goes along and the jokes swagger from hit or miss one-liners that are as forgiven as those found in a Mel Brooks comedy, to sheer non-PC 'I can't believe they just said that' fun.<br /><br />Favorite parts, the commercials. The film switches from gritty black and white depictions of the ad agency to beautiful (perhaps 16mm) color and gets away with it. <br /><br />I refuse to hint at any spoilers, but if you get the chance to see the DVD version be sure and watch the Downey interview (but leave it until after the movie.) <br /><br />My vote 10/10-- most underrated film of the late 60's, early 70's. Thank you Prince.",positive,get chance get hold lost many years gem doubt disappointed odd blend social satire blaxploitation even hints slapstick odd ahead time nothing seen like strongly disagree people say film dated especially spike lee bamboozaled years back misfire trying capture message good filmmaking disjointed script robert downy direction brilliant allowing many actors improvise film gets better goes along jokes swagger hit miss forgiven found mel brooks comedy sheer believe said parts commercials film switches gritty black white depictions agency beautiful perhaps color gets away refuse hint spoilers get chance see dvd version sure watch downey interview leave movie vote underrated film late early thank prince,104,227
"Eh. I watch this movie in class because someone taped it and brought it in. I was expecting some half hearted attempt to portray the Herakles myths, and because the commercials for it looked serious, I was expecting something that was halfway decent.<br /><br />Ten minutes into the film, I realized that it was utter CRAP. The only things in the film that are halfway true to the myth are the bare(and I mean bare) minimum. Parents, half brother, and labors seemed to be named correctly. Other than that, the rest of the film seemed to be one giant inaccuracy. <br /><br />I would say that this was not much better than the Disney version of the film. The Disney version was made for little kids, therefore wasn't too serious. This movie, with all the sex, violence, and nudity, was clearly intended for an older audience, yet the story presented in this was nearly inaccurate as the Disney film.",negative,watch movie class someone taped brought expecting half hearted attempt portray herakles myths commercials looked serious expecting something halfway minutes film realized utter crap things film halfway true myth bare mean bare minimum parents half brother labors seemed named correctly rest film seemed one giant inaccuracy would say much better disney version film disney version made little kids therefore serious movie sex violence nudity clearly intended older audience yet story presented nearly inaccurate disney film,75,159
"In watching this off and on for a few seasons, two things come to mind: One - wondering what kind of girl wants to be a ""model"" and two - run to the nearest ice cream store and have a low fat sundae.<br /><br />I tried to be a fan because I liked the idea of this reality show competition. No other ""famous"" model thought of this, and it is very admirable for Tyra Banks to do so. But as the series goes on and on I've come to the conclusion that this is a sorry lot of folks trying to make a mountain out of a molehill. Women shouldn't watch this, teens should stay clear of it unless they're doing book reports on the subject.<br /><br />Many women try out for slots to compete for ""Americas Next Top Model"". They live together, cat fight together, cry together, get put through pointless modeling shoots with pointless modeling people and fashionatas and get eliminated and almost all of them claim, ""You will see me again"". Heck, I'm trying to see what happened to the ones that DID win, actually.<br /><br />This is the dream of some girls, and good for them. In watching this I hope the other girls that see this and run like Hades the other way - like to college.<br /><br />I just happened to watch more of this recent season because of the ""ploy"" of full figured models joining the group. That even made me think more of this as a sorry lot of folks. The ""full figured models"" were no more than average sized ladies competing with what I think is the thinnest group of models they ever chose - so of course that would make them look even fatter - a ""ploy"" fashionatas use all the time. Bad, bad, Tyra and crew.<br /><br />But to be fair, ""Americas Next Top Model"" is not about ""full figured"" models, it's about projecting an imagined image a beauty that can be mass marketed and sold as the ultimate in beauty - and this show is just looking for the next fresh piece of meat to add to the mix. Hence the name of the show. Hence the sorry lot of judges, photographers, associations. Hence Tyra and her consistent ""this was me"" plugs every camera angle you can get. But then again, that IS the one thing I like about this show - the ex-model giving others who wouldn't have the chance -- a chance to enter the doors. But after that...everything else is status quo for that industry which is why there are no surprises or week to week interest in the program.",negative,watching seasons two things come mind one wondering kind girl wants model two run nearest ice cream store low fat tried fan liked idea reality show competition famous model thought admirable tyra banks series goes come conclusion sorry lot folks trying make mountain molehill women watch teens stay clear unless book reports women try slots compete americas next top model live together cat fight together cry together get put pointless modeling shoots pointless modeling people fashionatas get eliminated almost claim see heck trying see happened ones win dream girls good watching hope girls see run like hades way like happened watch recent season ploy full figured models joining group even made think sorry lot folks full figured models average sized ladies competing think thinnest group models ever chose course would make look even fatter ploy fashionatas use time bad bad tyra fair americas next top model full figured models projecting imagined image beauty mass marketed sold ultimate beauty show looking next fresh piece meat add mix hence name show hence sorry lot judges photographers associations hence tyra consistent plugs every camera angle get one thing like show giving others would chance chance enter doors everything else status quo industry surprises week week interest program,204,445
